country;iso;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Cayman Islands;CYM;;;;;;;96179.7635;96283.71358;93169.6701;84029.99745;79522.70748;78396.55906;77451.29854;76620.3025;76875.34822;77298.62806;78080.24473;78886.12111;80600.61075;82139.89611;76116.42523
Cyprus;CYP;22383.76758;23019.04688;23603.97656;23930.56445;24799.43945;25631.1543;26395.29492;27156.56445;27448.92188;26183.34766;26089.93359;25538.66992;24285.38867;22738.39063;22581.72656;23487.125;24916.51953;26101.18164;27241.00781;28359.91992;26814.21484
Czechia;CZE;12312.49777;12734.92203;12959.81748;13428.09962;14070.28046;14978.41319;15948.74529;16739.17872;17046.88503;16160.62056;16505.9537;16761.82731;16606.99254;16593.86423;16951.37912;17829.69832;18247.01173;19139.23988;19689.5827;20206.42564;19048.08685
Germany;DEU;34490.07577;35011.06846;34883.05807;34619.66407;35034.08061;35310.47047;36699.44678;37842.35779;38278.31301;36190.39289;37760.91363;39977.34171;40069.35396;40135.01583;40851.16173;41103.25644;41682.03224;42639.55441;42928.74124;43284.60246;41650.42271
Djibouti;DJI;;;;;;;;;;;;;;2167.202457;2279.577595;2409.311902;2538.054019;2632.913333;2714.351648;2820.062866;2811.649531
Dominica;DMA;6251.471177;6265.171953;6078.271721;6447.431432;6631.333141;6665.105971;6968.763248;7407.930636;7934.646075;7841.273188;7897.690327;7881.525202;7781.532762;7711.446038;8013.753085;7724.042411;7929.805284;7370.433117;7586.646141;7936.304818;6566.364208
Denmark;DNK;49241.928;49469.68881;49541.85555;49599.99696;50792.00095;51835.83271;53687.44155;53935.87025;53345.35762;50457.23249;51173.46616;51644.46351;51567.04015;51831.79793;52404.76397;53254.85637;54556.06895;55735.7649;56563.48847;57203.02779;55898.79003
Dominican Republic;DOM;4175.170931;4214.573667;4340.899839;4222.590244;4272.075138;4612.808646;4971.238056;5272.863995;5373.096134;5353.598103;5724.307164;5827.383123;5909.863245;6120.991028;6472.848942;6838.936594;7209.990042;7461.653103;7894.955017;8205.142409;7571.782652
Algeria;DZA;3138.231048;3188.207271;3321.638849;3512.9002;3612.754164;3774.072491;3783.314204;3848.779512;3874.369338;3866.297025;3931.721348;3969.661577;4025.642803;4057.766137;4129.423902;4197.421361;4246.243565;4218.083701;4188.221757;4153.004816;3873.510015
East Asia & Pacific (excluding high income);EAP;2104.505278;2230.51636;2388.969913;2580.574111;2793.034647;3047.020057;3358.117678;3748.856217;4041.608552;4332.416667;4728.090077;5098.052028;5437.661146;5785.802886;6140.641571;6501.868829;6878.350389;7283.989247;7708.892658;8108.814821;8175.266032
Early-demographic dividend;EAR;2151.029396;2133.777917;2134.547794;2212.394555;2311.051043;2407.676263;2510.729774;2613.578251;2663.481532;2644.771609;2775.01104;2867.413758;2945.51518;3023.990159;3105.874862;3199.519646;3298.233822;3402.993163;3487.622196;3524.885778;3334.691068
East Asia & Pacific;EAS;5015.630219;5135.215207;5315.184989;5533.918778;5814.199162;6111.393451;6457.66047;6889.368188;7139.551315;7271.43386;7771.51454;8138.094318;8491.757299;8867.751661;9220.577311;9586.901027;9964.163651;10393.8826;10821.20134;11192.96375;11126.41667
Europe & Central Asia (excluding high income);ECA;4084.318113;4191.470085;4420.700201;4724.141764;5109.388105;5477.337319;5914.525144;6358.734946;6601.676844;6194.282974;6507.839863;6878.002428;7110.458534;7348.820771;7445.650655;7458.335046;7525.441815;7778.383067;7991.05641;8138.489635;8017.728435
Europe & Central Asia;ECS;18451.86205;18832.86373;19096.31185;19388.49144;19945.5434;20414.1778;21130.412;21822.3949;21956.71815;20899.33534;21379.01619;21826.39542;21817.79949;21898.56814;22207.02829;22556.57364;22886.11351;23453.85741;23888.36686;24252.73532;22847.24881
Ecuador;ECU;4227.552516;4322.341882;4421.934417;4463.597184;4746.807173;4912.527491;5041.3338;5063.984478;5294.899313;5236.053684;5331.383774;5657.213016;5881.381167;6078.439563;6215.838092;6130.586676;5965.643273;6012.803317;5976.245345;5863.910566;5331.976611
Egypt, Arab Rep.;EGY;2517.580506;2553.528409;2560.457409;2587.630508;2639.347069;2703.222583;2832.5482;2974.687871;3125.74753;3208.452267;3305.883247;3290.761828;3288.794355;3283.74072;3301.204443;3370.382447;3444.268262;3517.587895;3634.834269;3768.627511;3836.091154
Euro area;EMU;31005.48787;31564.7053;31706.30208;31749.88898;32300.07588;32674.0301;33572.64718;34401.45543;34376.41529;32715.79397;33350.26414;33995.71243;33635.24589;33447.36956;33800.46067;34388.81001;34927.48885;35764.44809;36315.09817;36847.87746;34539.49181
Eritrea;ERI;793.6205616;838.8989132;835.1099976;780.4681392;760.3487878;761.0317824;741.0007433;739.7393434;649.6944623;657.7864582;658.5862715;702.3966325;;;;;;;;;
Spain;ESP;23937.96855;24707.36707;25026.08647;25310.45639;25654.33655;26145.80858;26762.26726;27218.44926;27025.29494;25778.95647;25702.34684;25402.60507;24634.96209;24368.96824;24783.08295;25754.36103;26514.32481;27239.35244;27739.86477;28087.89792;24785.44671
Estonia;EST;9960.139039;10625.57927;11417.16797;12362.24828;13282.54552;14631.38733;16155.20743;17459.09831;16607.56806;14205.39488;14585.83866;15692.78883;16257.4722;16553.38326;17096.64458;17402.03761;17945.94496;18962.4103;19611.61099;20269.57514;20118.10507
Ethiopia;ETH;258.8705508;272.288578;268.4236285;255.1002912;281.5203534;305.9793854;329.6793116;357.117967;384.5726966;406.8569684;445.1823799;481.0379051;508.0657602;546.5928894;586.5736719;630.3126821;671.2906427;715.748806;744.3675944;785.4850502;811.2556206
European Union;EUU;26229.85546;26765.2018;27000.42825;27148.79725;27748.37974;28182.43947;29072.64996;29889.65832;29984.87579;28613.18223;29208.94452;29814.90714;29562.62894;29466.00291;29862.15914;30484.52789;31021.27937;31851.78377;32452.66783;33011.43707;31114.5736
Fragile and conflict affected situations;FCS;1436.207849;1465.351705;1496.590626;1477.713448;1602.292808;1655.58813;1711.096394;1772.083092;1817.494605;1824.379993;1903.675921;1858.247477;1901.178928;1920.375204;1917.4325;1891.182273;1896.865957;1902.32545;1911.120157;1910.217951;1791.207481
Finland;FIN;37884.39132;38784.77255;39351.3904;40044.30486;41522.17508;42530.61968;44074.03092;46212.64097;46358.62041;42412.09785;43563.5722;44466.8177;43637.24867;43044.99712;42710.92129;42801.90812;43878.96673;45173.62941;45627.91989;46135.88142;45053.75868
Fiji;FJI;4000.911583;4038.190943;4125.385396;4125.788677;4302.409145;4291.77689;4330.889176;4257.575425;4272.36775;4191.407225;4297.200424;4397.965949;4446.797804;4645.112956;4894.113633;5105.262627;5223.450744;5499.200904;5708.99262;5679.050725;4703.576708
France;FRA;33592.46683;34009.8624;34146.30627;34183.66334;34893.52981;35208.8558;35821.87199;36464.95927;36354.65866;35129.36224;35638.12156;36244.18716;36182.15113;36203.19087;36378.61866;36652.92231;36956.7958;37694.0833;38259.69777;38832.0242;35712.0752
Faroe Islands;FRO;;;;;;;;;;;;;;;;52726.74224;;;;;
Micronesia, Fed. Sts.;FSM;2783.116177;2837.372548;2851.772051;2901.44992;2821.341879;2891.873288;2906.269003;2872.934132;2825.095854;2878.111386;2950.798726;3036.448494;2970.265188;2851.035434;2774.694714;2891.322103;2905.061452;2969.339334;2962.238581;2984.930124;2913.218373
Gabon;GAB;7611.835688;7574.114889;7357.566689;7322.606116;7171.683509;7155.365461;6750.050826;6937.485111;6497.481217;6295.199034;6514.731141;6735.082856;6840.948589;6977.770246;7039.682125;7090.45461;7038.577254;6893.384304;6786.890327;6893.323082;6619.688581
United Kingdom;GBR;39187.58308;39879.20578;40413.92315;41482.46171;42214.35342;43044.21153;43652.09467;44423.83525;44007.54928;41705.93912;42385.86022;42504.89635;42821.76128;43310.02056;44367.853;45071.07432;45699.29696;46499.01355;47006.14293;47491.59456;42098.74978
Georgia;GEO;1566.560257;1667.508007;1774.636442;1984.244331;2112.261319;2329.570854;2563.543091;2901.104094;2980.309535;2897.130877;3100.723427;3356.997868;3597.203764;3738.70504;3902.568799;4014.185944;4128.385603;4327.727585;4539.087522;4773.423309;4447.664251
Ghana;GHA;1020.173739;1033.133041;1050.355895;1075.384037;1105.698138;1140.199319;1181.57234;1201.224399;1277.837444;1306.199915;1375.000574;1530.376638;1631.937814;1708.847326;1715.843363;1711.290666;1728.116616;1827.294579;1899.829903;1981.636156;1951.086529
Gibraltar;GIB;;;;;;;;;;;;;;;;;;;;;
Guinea;GIN;620.9044599;635.3318295;657.8567608;651.3052606;652.5042236;658.894385;653.1193818;681.8281797;693.1141093;668.8147463;683.9845886;704.7373277;728.3684414;738.840597;747.3634151;756.4255941;816.8470839;878.1792764;910.652647;937.7031368;959.4319784
Gambia, The;GMB;667.965505;686.687815;645.7018536;670.6610671;697.4725837;661.3220355;638.0770666;637.5311207;656.7040331;679.0037402;697.162699;620.9483398;633.5828401;632.1972706;605.0338079;611.6713342;606.3163144;618.4808851;645.9383087;668.6352484;655.5762426
Guinea-Bissau;GNB;563.6243086;563.8086023;545.9668155;536.5610155;538.5425209;548.2073639;547.2321729;550.876494;554.063491;558.192083;569.0176241;599.0451997;573.2171965;576.1798854;566.5355767;585.9570106;607.1663348;627.6169351;620.7710283;633.7257438;604.595146
Equatorial Guinea;GNQ;3941.663522;6132.847296;6987.942647;7604.480697;10028.35435;11188.44854;11508.92592;12660.90547;14222.54884;13740.83997;11933.31103;12155.81874;12625.29592;11614.00291;11200.81068;9788.983771;8594.45019;7818.053564;7079.650502;6472.070861;6030.51757
Greece;GRC;18642.80207;19312.38683;19996.55181;21104.83291;22118.1558;22185.52068;23369.25172;24072.89616;23928.60572;22839.34753;21560.35335;19400.80773;18123.6711;17796.25767;18000.41846;18083.87791;18070.78073;18304.30768;18647.49572;19018.90212;17343.60999
Grenada;GRD;6678.368483;6512.651919;6718.151448;7319.532458;7220.61374;8124.487201;7748.304059;8168.525726;8190.722463;7596.972176;7505.773072;7505.340165;7355.024342;7461.475594;7939.536028;8379.621847;8621.617741;8933.227637;9252.676059;9247.90866;7915.211094
Greenland;GRL;31614.65173;31930.62865;31475.854;32779.91562;34953.98573;36681.84375;38829.57681;39896.91687;42527.71109;42899.78883;43198.07731;42994.92382;43655.74589;43338.42902;45545.19033;44536.40131;46561.83159;46598.8233;47013.03495;47908.10672;47957.79367
Guatemala;GTM;3195.39434;3192.308607;3239.567178;3250.841126;3282.321072;3320.164071;3427.678267;3573.599636;3620.830465;3570.302838;3606.430549;3688.866164;3731.675784;3802.153802;3903.059615;3994.636913;4034.158482;4091.268;4163.484461;4263.078053;4124.699981
Guam;GUM;;;29531.10131;29640.89325;31446.57205;32507.51749;31273.5773;31481.05247;32128.97223;32298.34765;32964.24536;32841.67229;33392.68538;33822.59302;34328.5632;34522.37793;34509.60065;34763.08114;34472.9594;35378.95577;31236.07975
Guyana;GUY;3788.250004;3870.738604;3911.933265;3885.979511;3947.447297;3874.076933;4080.009142;4384.083878;4475.059558;4654.5258;4868.705563;5147.172443;5420.67715;5592.756441;5659.075248;5668.429765;5852.837731;6038.273456;6127.705381;6348.69809;9126.806047
High income;HIC;33613.81023;33903.65528;34218.51804;34753.95556;35717.02893;36506.46233;37347.71464;38048.00097;37940.29689;36436.11553;37302.74496;37861.22599;38183.68406;38535.40391;39117.27256;39819.18787;40318.47332;41068.04008;41831.85784;42388.6014;40414.46734
Hong Kong SAR, China;HKG;26933.05945;26885.23597;27209.8701;28096.89825;30304.07601;32401.13912;34457.75822;36371.38544;36923.79819;35938.3457;38089.75633;39656.06077;39887.55825;40959.69882;41796.57718;42431.88828;43087.26573;44380.52652;45280.21137;44192.38023;41448.4908
Honduras;HND;1768.25189;1768.287961;1787.096899;1821.148304;1887.083174;1953.323897;2033.068792;2110.044928;2151.19911;2054.381772;2087.249893;2124.185097;2169.153819;2187.830941;2213.437985;2257.222712;2303.875879;2373.788855;2423.273299;2446.10531;2190.971873
Heavily indebted poor countries (HIPC);HPC;727.695725;737.3203424;741.4255605;748.6244002;768.5721079;788.8906182;811.8448917;832.8239488;854.3802137;857.2013923;883.0076995;892.1439336;889.111154;912.4351839;938.2906938;953.1767609;967.802504;985.1108302;996.5056952;1008.762899;983.0207021
Croatia;HRV;8805.8584;9432.658578;9970.441715;10522.17468;10956.22331;11408.57605;11963.29163;12564.33464;12817.37807;11907.86704;11788.85032;11819.37727;11579.12764;11565.22806;11562.57509;11952.31118;12464.48352;13045.51936;13531.2435;14071.91147;12920.34438
Haiti;HTI;1332.247467;1304.049389;1294.972367;1317.131229;1278.126993;1295.646935;1296.59477;1335.349179;1348.735462;1405.374109;1310.82894;1362.235822;1348.191835;1385.572235;1388.928403;1404.155214;1409.577516;1425.050912;1429.231353;1386.518517;1322.814058
Hungary;HUN;8967.696269;9354.480751;9825.943199;10255.61011;10792.73743;11278.61603;11741.94768;11792.77129;11932.0384;11162.05597;11307.7162;11551.49893;11466.14191;11705.00925;12233.29937;12717.0386;13035.35286;13628.40449;14377.42196;15082.67149;14427.81888
IBRD only;IBD;2714.271209;2780.074797;2875.571078;3014.452627;3210.96104;3406.314878;3650.653748;3939.838254;4132.346845;4209.085461;4494.065201;4733.701674;4940.206681;5143.555213;5337.196986;5517.283336;5714.905879;5958.875893;6199.556322;6394.74032;6260.95686
IDA & IBRD total;IBT;2322.622941;2373.666064;2449.416153;2557.879811;2714.533255;2868.688808;3059.852564;3284.618514;3432.170592;3490.365909;3709.90911;3887.991384;4037.819996;4193.017165;4341.624106;4471.99645;4613.948299;4790.734143;4964.968713;5102.363588;4979.638724
